id,application_area,web_surface,meal_production_step,form_key,source_type,source_file,source_path,context,message_key,message_en,message_fr,message_nl,notes,duplicate_group,duplicate_count
UFM-0797,meal production,form view,5. Portioning,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.steps.items[4].navigation.milestoneAction.feedbackDialog.cancelLabel,feedbackDialog cancelLabel,definition.steps.items.4.navigation.milestoneAction.feedbackDialog.cancelLabel,Record leftovers,,,,,
UFM-0798,meal production,form view,5. Portioning,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.steps.items[4].navigation.milestoneAction.feedbackDialog.confirmLabel,feedbackDialog confirmLabel,definition.steps.items.4.navigation.milestoneAction.feedbackDialog.confirmLabel,Complete,,,,D134,3
UFM-0799,meal production,form view,5. Portioning,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.steps.items[4].navigation.milestoneAction.feedbackDialog.message,feedbackDialog message,definition.steps.items.4.navigation.milestoneAction.feedbackDialog.message,"Record any leftovers before completing this meal production. If there are none, click Complete.",,,,,
UFM-0800,meal production,form view,5. Portioning,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.steps.items[4].navigation.milestoneAction.feedbackDialog.title,feedbackDialog title,definition.steps.items.4.navigation.milestoneAction.feedbackDialog.title,Leftovers?,,,,,
UFM-0801,meal production,form view,5. Portioning,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.steps.items[4].navigation.milestoneAction.progressDialog.message,progressDialog message,definition.steps.items.4.navigation.milestoneAction.progressDialog.message,Do not leave this screen while we create and send the report.,,,,,
UFM-0848,meal production,form view,all Meal Production steps,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.actionBars.system.gates.submit[0].dialog.confirmLabel,dialog confirmLabel,definition.actionBars.system.gates.submit.0.dialog.confirmLabel,OK,,,,D008,35
UFM-0849,meal production,form view,all Meal Production steps,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.actionBars.system.gates.submit[0].dialog.message,dialog message,definition.actionBars.system.gates.submit.0.dialog.message,"Ingredients receipt photos, food safety, portioning, and leftovers can only be recorded on the production date.",,,,D133,2
UFM-0850,meal production,form view,all Meal Production steps,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.actionBars.system.gates.submit[1].dialog.confirmLabel,dialog confirmLabel,definition.actionBars.system.gates.submit.1.dialog.confirmLabel,OK,,,,D008,35
UFM-0851,meal production,form view,all Meal Production steps,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.actionBars.system.gates.submit[1].dialog.message,dialog message,definition.actionBars.system.gates.submit.1.dialog.message,"Ingredients receipt photos, food safety, portioning, and leftovers can only be recorded on the production date.",,,,D133,2
UFM-0852,meal production,form view,all Meal Production steps,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.actionBars.system.home.dedupIncompleteDialog.cancelLabel,dedupIncompleteDialog cancelLabel,definition.actionBars.system.home.dedupIncompleteDialog.cancelLabel,"No, go back to Order",,,,,
UFM-0853,meal production,form view,all Meal Production steps,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.actionBars.system.home.dedupIncompleteDialog.confirmLabel,dedupIncompleteDialog confirmLabel,definition.actionBars.system.home.dedupIncompleteDialog.confirmLabel,"Yes, delete incomplete record",,,,,
UFM-0854,meal production,form view,all Meal Production steps,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.actionBars.system.home.dedupIncompleteDialog.message,dedupIncompleteDialog message,definition.actionBars.system.home.dedupIncompleteDialog.message,"This meal production record is incomplete because customer, production date, or service is missing. Leaving now will permanently delete this record. This cannot be undone.",,,,,
UFM-0855,meal production,form view,all Meal Production steps,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.actionBars.system.home.dedupIncompleteDialog.title,dedupIncompleteDialog title,definition.actionBars.system.home.dedupIncompleteDialog.title,Removing incomplete meal production record?,,,,,
UFM-0856,meal production,form view,all Meal Production steps,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.autoSave.dedupCheckDialog.checkingMessage,dedupCheckDialog checkingMessage,definition.autoSave.dedupCheckDialog.checkingMessage,Do not leave this page while we check for duplicate,,,,,
UFM-0857,meal production,form view,all Meal Production steps,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.copyCurrentRecordDialog.confirmLabel,copyCurrentRecordDialog confirmLabel,definition.copyCurrentRecordDialog.confirmLabel,OK,,,,D008,35
UFM-0858,meal production,form view,all Meal Production steps,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.copyCurrentRecordDialog.message,copyCurrentRecordDialog message,definition.copyCurrentRecordDialog.message,"Select a new production date (today or later) to copy this record. Customer, service, responsible cook, ordered portions, and recipes will be copied automatically. Leftovers used, ingredient changes, photos, food safety, portioning, and leftovers recorded will not be copied.",,,,,
UFM-0859,meal production,form view,all Meal Production steps,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.copyCurrentRecordDialog.title,copyCurrentRecordDialog title,definition.copyCurrentRecordDialog.title,Copy meal production record,,,,,
UFM-0860,meal production,form view,all Meal Production steps,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.dedupDialog.changeLabel,dedupDialog changeLabel,definition.dedupDialog.changeLabel,"Change customer, service or date",,,,D147,2
UFM-0861,meal production,form view,all Meal Production steps,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.dedupDialog.intro,dedupDialog intro,definition.dedupDialog.intro,"A meal production record already exists for this customer, service, and date. What do you want to do?",,,,,
UFM-0862,meal production,form view,all Meal Production steps,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.dedupDialog.openLabel,dedupDialog openLabel,definition.dedupDialog.openLabel,Open existing record,,,,D148,2
UFM-0863,meal production,form view,all Meal Production steps,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.dedupDialog.title,dedupDialog title,definition.dedupDialog.title,Duplicate meal production record,,,,,
UFM-0866,meal production,form view,all Meal Production steps,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[1].changeDialog.cancelLabel,Question MP_DISTRIBUTOR (CHOICE) cancelLabel,definition.questions.1.changeDialog.cancelLabel,"No, keep current customer",,,,,
UFM-0867,meal production,form view,all Meal Production steps,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[1].changeDialog.confirmLabel,Question MP_DISTRIBUTOR (CHOICE) confirmLabel,definition.questions.1.changeDialog.confirmLabel,"Yes, delete subsequent data",,,,D111,6
UFM-0868,meal production,form view,all Meal Production steps,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[1].changeDialog.message,Question MP_DISTRIBUTOR (CHOICE) message,definition.questions.1.changeDialog.message,Changing customer will delete all data and photos captured in later steps. This cannot be undone.,,,,,
UFM-0869,meal production,form view,all Meal Production steps,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[1].changeDialog.title,Question MP_DISTRIBUTOR (CHOICE) title,definition.questions.1.changeDialog.title,Change customer?,,,,,
UFM-0872,meal production,form view,all Meal Production steps,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[17].button.confirm.confirmLabel,Question MP_OVERRIDE_EXP_DATE (BUTTON) confirmLabel,definition.questions.17.button.confirm.confirmLabel,OK,,,,D008,35
UFM-0873,meal production,form view,all Meal Production steps,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[17].button.confirm.message,Question MP_OVERRIDE_EXP_DATE (BUTTON) message,definition.questions.17.button.confirm.message,Remember to indicate this new expiration date on individual portion containers.,,,,,
UFM-0874,meal production,form view,all Meal Production steps,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[17].button.confirm.title,Question MP_OVERRIDE_EXP_DATE (BUTTON) title,definition.questions.17.button.confirm.title,Reminder,,,,,
UFM-0878,meal production,form view,all Meal Production steps,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[2].changeDialog.cancelLabel,Question MP_SERVICE (CHOICE) cancelLabel,definition.questions.2.changeDialog.cancelLabel,"No, keep current service",,,,,
UFM-0879,meal production,form view,all Meal Production steps,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[2].changeDialog.confirmLabel,Question MP_SERVICE (CHOICE) confirmLabel,definition.questions.2.changeDialog.confirmLabel,"Yes, delete subsequent data",,,,D111,6
UFM-0880,meal production,form view,all Meal Production steps,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[2].changeDialog.message,Question MP_SERVICE (CHOICE) message,definition.questions.2.changeDialog.message,Changing service will delete all data and photos captured in later steps. This cannot be undone.,,,,,
UFM-0881,meal production,form view,all Meal Production steps,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[2].changeDialog.title,Question MP_SERVICE (CHOICE) title,definition.questions.2.changeDialog.title,Change service?,,,,,
UFM-0888,meal production,form view,all Meal Production steps,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[24].button.confirm.cancelLabel,Question MP_UNLOCK_FOR_EDIT (BUTTON) cancelLabel,definition.questions.24.button.confirm.cancelLabel,"Cancel, keep the record locked",,,,,
UFM-0889,meal production,form view,all Meal Production steps,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[24].button.confirm.confirmLabel,Question MP_UNLOCK_FOR_EDIT (BUTTON) confirmLabel,definition.questions.24.button.confirm.confirmLabel,Unlock record for editing,,,,,
UFM-0890,meal production,form view,all Meal Production steps,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[24].button.confirm.message,Question MP_UNLOCK_FOR_EDIT (BUTTON) message,definition.questions.24.button.confirm.message,Unlocking record will allow any user to edit Order information. Do you wish to continue?,,,,,
UFM-0898,meal production,form view,all Meal Production steps,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[5].changeDialog.cancelLabel,Question MP_PREP_DATE (DATE) cancelLabel,definition.questions.5.changeDialog.cancelLabel,"No, keep current production date",,,,,
UFM-0899,meal production,form view,all Meal Production steps,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[5].changeDialog.confirmLabel,Question MP_PREP_DATE (DATE) confirmLabel,definition.questions.5.changeDialog.confirmLabel,"Yes, delete subsequent data",,,,D111,6
UFM-0900,meal production,form view,all Meal Production steps,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[5].changeDialog.message,Question MP_PREP_DATE (DATE) message,definition.questions.5.changeDialog.message,Changing production date will delete all data and photos captured in later steps. This cannot be undone.,,,,,
UFM-0901,meal production,form view,all Meal Production steps,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[5].changeDialog.title,Question MP_PREP_DATE (DATE) title,definition.questions.5.changeDialog.title,Change production date?,,,,,
UFM-0914,meal production,form view,all Meal Production steps,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.recordFreshness.dataSourceWatches[0].dialog.confirmLabel,dialog confirmLabel,definition.recordFreshness.dataSourceWatches.0.dialog.confirmLabel,OK,,,,D008,35
UFM-0915,meal production,form view,all Meal Production steps,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.recordFreshness.dataSourceWatches[0].dialog.message,dialog message,definition.recordFreshness.dataSourceWatches.0.dialog.message,Leftover availability changed while you were editing. Please review your selections before continuing.,,,,,
UFM-0919,meal production,form view,all Meal Production steps,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.steps.waitForUploadsDialog.message,waitForUploadsDialog message,definition.steps.waitForUploadsDialog.message,Please wait while your photos finish uploading.,,,,,
UFM-0920,meal production,form view,all Meal Production steps,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.submissionAfterSubmit.confirmationDialog.cancelLabel,confirmationDialog cancelLabel,definition.submissionAfterSubmit.confirmationDialog.cancelLabel,"No, go back to Leftovers",,,,D132,2
UFM-0921,meal production,form view,all Meal Production steps,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.submissionAfterSubmit.confirmationDialog.confirmLabel,confirmationDialog confirmLabel,definition.submissionAfterSubmit.confirmationDialog.confirmLabel,"Yes, confirm",,,,D131,2
UFM-0922,meal production,form view,all Meal Production steps,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.submissionAfterSubmit.confirmationDialog.message,confirmationDialog message,definition.submissionAfterSubmit.confirmationDialog.message,Please confirm there is no leftover.,,,,,
UFM-0923,meal production,form view,all Meal Production steps,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.submissionAfterSubmit.confirmationDialog.title,confirmationDialog title,definition.submissionAfterSubmit.confirmationDialog.title,No leftovers?,,,,,
UFM-0924,meal production,form view,all Meal Production steps,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.submissionAfterSubmit.confirmationDialogCases[0].dialog.cancelLabel,dialog cancelLabel,definition.submissionAfterSubmit.confirmationDialogCases.0.dialog.cancelLabel,"No, go back to Leftovers",,,,D132,2
UFM-0925,meal production,form view,all Meal Production steps,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.submissionAfterSubmit.confirmationDialogCases[0].dialog.confirmLabel,dialog confirmLabel,definition.submissionAfterSubmit.confirmationDialogCases.0.dialog.confirmLabel,"Yes, confirm",,,,D131,2
UFM-0926,meal production,form view,all Meal Production steps,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.submissionAfterSubmit.confirmationDialogCases[0].dialog.message,dialog message,definition.submissionAfterSubmit.confirmationDialogCases.0.dialog.message,Confirm that all leftovers have been recorded and will be labelled and stored according to storage procedure.,,,,,
UFM-0927,meal production,form view,all Meal Production steps,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.submissionAfterSubmit.confirmationDialogCases[0].dialog.title,dialog title,definition.submissionAfterSubmit.confirmationDialogCases.0.dialog.title,Leftovers recorded?,,,,,
UFM-0928,meal production,form view,all Meal Production steps,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.submissionAfterSubmit.generatedRecordsDialog.confirmLabel,generatedRecordsDialog confirmLabel,definition.submissionAfterSubmit.generatedRecordsDialog.confirmLabel,OK,,,,D008,35
UFM-0929,meal production,form view,all Meal Production steps,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.submissionAfterSubmit.generatedRecordsDialog.itemTemplate,generatedRecordsDialog itemTemplate,definition.submissionAfterSubmit.generatedRecordsDialog.itemTemplate,{{LEFTOVER_ID}} | {{LEFTOVER_RECIPE || LEFTOVER_INGREDIENT || LEFTOVER_KIND}} | {{LEFTOVER_PORTIONS | pluralize:portion:portions || LEFTOVER_QTY | appendField:LEFTOVER_UNIT}} | {{LEFTOVER_EXP_DATE | date:dd-MMM-yyyy | label:Expires}},,,,,
UFM-0930,meal production,form view,all Meal Production steps,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.submissionAfterSubmit.generatedRecordsDialog.message,generatedRecordsDialog message,definition.submissionAfterSubmit.generatedRecordsDialog.message,Use the ID and name below to label each leftover container for easy identification later.,,,,,
UFM-0931,meal production,form view,all Meal Production steps,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.submissionAfterSubmit.generatedRecordsDialog.title,generatedRecordsDialog title,definition.submissionAfterSubmit.generatedRecordsDialog.title,Label and store Leftovers,,,,,
UFM-0932,meal production,form view,all Meal Production steps,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.submissionAfterSubmit.progressDialog.message,progressDialog message,definition.submissionAfterSubmit.progressDialog.message,Keep this screen open until no leftovers statement is recorded.,,,,,
UFM-0933,meal production,form view,all Meal Production steps,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.submissionAfterSubmit.progressDialogCases[0].dialog.message,dialog message,definition.submissionAfterSubmit.progressDialogCases.0.dialog.message,Keep this screen open until the Leftover ID is generated.,,,,,
UFM-0934,meal production,form view,all Meal Production steps,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.submissionAfterSubmit.progressDialogCases[0].dialog.title,dialog title,definition.submissionAfterSubmit.progressDialogCases.0.dialog.title,Generating leftover ID,,,,,
UFM-0935,meal production,form view,all Meal Production steps,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.submissionConfirmationCancelLabel,definition submissionConfirmationCancelLabel,definition.submissionConfirmationCancelLabel,"No, continue editing",,,,D146,3
UFM-0936,meal production,form view,all Meal Production steps,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.submissionConfirmationConfirmLabel,definition submissionConfirmationConfirmLabel,definition.submissionConfirmationConfirmLabel,"Yes, confirmed",,,,,
UFM-0937,meal production,form view,all Meal Production steps,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.submissionConfirmationTitle,definition submissionConfirmationTitle,definition.submissionConfirmationTitle,Please confirm,,,,D072,4
UFM-0939,meal production,form view,all Meal Production steps,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.submitValidation.submitTopErrorMessage,submitValidation submitTopErrorMessage,definition.submitValidation.submitTopErrorMessage,Please complete the highlighted fields.,,,,,
UFM-1106,recipe mgmt,form view,,Config: Recipes,form config,docs/config/exports/staging/config_recipes.json,$.dedupRules[0].message,Item uiniqueRecipeNames message,dedupRules.0.message,A recipe with this name already exists. Please choose another name.,,,,D149,2
UFM-1109,recipe mgmt,form view,,Config: Recipes,form config,docs/config/exports/staging/config_recipes.json,$.definition.dedupRules[0].message,Item uiniqueRecipeNames message,definition.dedupRules.0.message,A recipe with this name already exists. Please choose another name.,,,,D149,2
UFM-1123,recipe mgmt,form view,,Config: Recipes,form config,docs/config/exports/staging/config_recipes.json,$.definition.questions[5].lineItemConfig.dedupRules[0].message,Question Q65ILNUSGL (LINE_ITEM_GROUP) message,definition.questions.5.lineItemConfig.dedupRules.0.message,Ingredient already exist with the same unit. Change the unit or Remove the duplicate.,,,,D154,2
UFM-1133,recipe mgmt,form view,,Config: Recipes,form config,docs/config/exports/staging/config_recipes.json,$.definition.questions[5].lineItemConfig.ui.closeConfirm.cases[0].body,Question Q65ILNUSGL (LINE_ITEM_GROUP) body,definition.questions.5.lineItemConfig.ui.closeConfirm.cases.0.body,No ingredients have been added. Do you want to exit?,,,,,
UFM-1134,recipe mgmt,form view,,Config: Recipes,form config,docs/config/exports/staging/config_recipes.json,$.definition.questions[5].lineItemConfig.ui.closeConfirm.cases[0].cancelLabel,Question Q65ILNUSGL (LINE_ITEM_GROUP) cancelLabel,definition.questions.5.lineItemConfig.ui.closeConfirm.cases.0.cancelLabel,"No, continue editing",,,,D146,3
UFM-1135,recipe mgmt,form view,,Config: Recipes,form config,docs/config/exports/staging/config_recipes.json,$.definition.questions[5].lineItemConfig.ui.closeConfirm.cases[0].confirmLabel,Question Q65ILNUSGL (LINE_ITEM_GROUP) confirmLabel,definition.questions.5.lineItemConfig.ui.closeConfirm.cases.0.confirmLabel,Yes,,,,D029,17
UFM-1136,recipe mgmt,form view,,Config: Recipes,form config,docs/config/exports/staging/config_recipes.json,$.definition.questions[5].lineItemConfig.ui.closeConfirm.cases[0].title,Question Q65ILNUSGL (LINE_ITEM_GROUP) title,definition.questions.5.lineItemConfig.ui.closeConfirm.cases.0.title,Missing ingredients,,,,,
UFM-1137,recipe mgmt,form view,,Config: Recipes,form config,docs/config/exports/staging/config_recipes.json,$.definition.questions[5].lineItemConfig.ui.closeConfirm.cases[1].body,Question Q65ILNUSGL (LINE_ITEM_GROUP) body,definition.questions.5.lineItemConfig.ui.closeConfirm.cases.1.body,"One or more ingredients do not have a quantity and/or unit. If you close this page now, the ingredient selection will be lost.",,,,D140,2
UFM-1138,recipe mgmt,form view,,Config: Recipes,form config,docs/config/exports/staging/config_recipes.json,$.definition.questions[5].lineItemConfig.ui.closeConfirm.cases[1].cancelLabel,Question Q65ILNUSGL (LINE_ITEM_GROUP) cancelLabel,definition.questions.5.lineItemConfig.ui.closeConfirm.cases.1.cancelLabel,Continue editing,,,,D142,3
UFM-1139,recipe mgmt,form view,,Config: Recipes,form config,docs/config/exports/staging/config_recipes.json,$.definition.questions[5].lineItemConfig.ui.closeConfirm.cases[1].confirmLabel,Question Q65ILNUSGL (LINE_ITEM_GROUP) confirmLabel,definition.questions.5.lineItemConfig.ui.closeConfirm.cases.1.confirmLabel,"Close, data will be lost",,,,D141,2
UFM-1140,recipe mgmt,form view,,Config: Recipes,form config,docs/config/exports/staging/config_recipes.json,$.definition.questions[5].lineItemConfig.ui.closeConfirm.cases[1].title,Question Q65ILNUSGL (LINE_ITEM_GROUP) title,definition.questions.5.lineItemConfig.ui.closeConfirm.cases.1.title,Missing quantity/unit,,,,D139,2
UFM-1147,recipe mgmt,form view,,Config: Recipes,form config,docs/config/exports/staging/config_recipes.json,$.definition.questions[7].button.confirm.cancelLabel,Question RE_OPEN (BUTTON) cancelLabel,definition.questions.7.button.confirm.cancelLabel,No,,,,D030,16
UFM-1148,recipe mgmt,form view,,Config: Recipes,form config,docs/config/exports/staging/config_recipes.json,$.definition.questions[7].button.confirm.confirmLabel,Question RE_OPEN (BUTTON) confirmLabel,definition.questions.7.button.confirm.confirmLabel,Yes,,,,D029,17
UFM-1149,recipe mgmt,form view,,Config: Recipes,form config,docs/config/exports/staging/config_recipes.json,$.definition.questions[7].button.confirm.message,Question RE_OPEN (BUTTON) message,definition.questions.7.button.confirm.message,This recipe will stop appearing in the Meal Production form. Do you want to proceed?,,,,,
UFM-1150,recipe mgmt,form view,,Config: Recipes,form config,docs/config/exports/staging/config_recipes.json,$.definition.questions[7].button.confirm.title,Question RE_OPEN (BUTTON) title,definition.questions.7.button.confirm.title,Please confirm,,,,D072,4
UFM-1151,recipe mgmt,form view,,Config: Recipes,form config,docs/config/exports/staging/config_recipes.json,$.definition.questions[7].button.dependencyGuard.dialog.cancelLabel,Question RE_OPEN (BUTTON) cancelLabel,definition.questions.7.button.dependencyGuard.dialog.cancelLabel,Cancel,,,,D015,7
UFM-1152,recipe mgmt,form view,,Config: Recipes,form config,docs/config/exports/staging/config_recipes.json,$.definition.questions[7].button.dependencyGuard.dialog.confirmLabel,Question RE_OPEN (BUTTON) confirmLabel,definition.questions.7.button.dependencyGuard.dialog.confirmLabel,OK,,,,D008,35
UFM-1153,recipe mgmt,form view,,Config: Recipes,form config,docs/config/exports/staging/config_recipes.json,$.definition.questions[7].button.dependencyGuard.dialog.message,Question RE_OPEN (BUTTON) message,definition.questions.7.button.dependencyGuard.dialog.message,"This recipe is currently used in today’s meal production and cannot be deactivated. Select another recipe in Meal Production first, or return after today’s production is completed. Concerned records:\n{{recordsList}}",,,,,
UFM-1154,recipe mgmt,form view,,Config: Recipes,form config,docs/config/exports/staging/config_recipes.json,$.definition.questions[7].button.dependencyGuard.dialog.title,Question RE_OPEN (BUTTON) title,definition.questions.7.button.dependencyGuard.dialog.title,Recipe used in meal production,,,,,
UFM-1157,recipe mgmt,form view,,Config: Recipes,form config,docs/config/exports/staging/config_recipes.json,$.definition.submissionConfirmationCancelLabel,definition submissionConfirmationCancelLabel,definition.submissionConfirmationCancelLabel,"No, continue editing",,,,D146,3
UFM-1158,recipe mgmt,form view,,Config: Recipes,form config,docs/config/exports/staging/config_recipes.json,$.definition.submissionConfirmationConfirmLabel,definition submissionConfirmationConfirmLabel,definition.submissionConfirmationConfirmLabel,"Yes, activate recipe",,,,,
UFM-1159,recipe mgmt,form view,,Config: Recipes,form config,docs/config/exports/staging/config_recipes.json,$.definition.submissionConfirmationMessage,definition submissionConfirmationMessage,definition.submissionConfirmationMessage,Ready to activate this recipe?,,,,,
UFM-1160,recipe mgmt,form view,,Config: Recipes,form config,docs/config/exports/staging/config_recipes.json,$.definition.submissionConfirmationTitle,definition submissionConfirmationTitle,definition.submissionConfirmationTitle,Please confirm,,,,D072,4
UFM-1162,recipe mgmt,form view,,Config: Recipes,form config,docs/config/exports/staging/config_recipes.json,$.definition.submitValidation.submitTopErrorMessage,submitValidation submitTopErrorMessage,definition.submitValidation.submitTopErrorMessage,Please complete the highlighted fields before activating this recipe.,,,,,
UFM-1187,recipe mgmt,list view,,Config: Recipes,form config,docs/config/exports/staging/config_recipes.json,$.definition.questions[7].button.dependencyGuard.dialog.recordList.template,Question RE_OPEN (BUTTON) template,definition.questions.7.button.dependencyGuard.dialog.recordList.template,- {{target.MP_DISTRIBUTOR}} | {{target.MP_SERVICE}},,,,,
UFM-1203,storage & cleaning,form view,,Config: Checklist,form config,docs/config/exports/staging/config_checklist.json,$.dedupRules[0].message,Item uniqueDateFrequency message,dedupRules.0.message,A record already exists for this date and frequency.,,,,D049,2
UFM-1204,storage & cleaning,form view,,Config: Checklist,form config,docs/config/exports/staging/config_checklist.json,$.definition.dedupDialog.cancelLabel,dedupDialog cancelLabel,definition.dedupDialog.cancelLabel,Cancel,,,,D015,7
UFM-1205,storage & cleaning,form view,,Config: Checklist,form config,docs/config/exports/staging/config_checklist.json,$.definition.dedupDialog.changeLabel,dedupDialog changeLabel,definition.dedupDialog.changeLabel,Change date or type of check,,,,,
UFM-1206,storage & cleaning,form view,,Config: Checklist,form config,docs/config/exports/staging/config_checklist.json,$.definition.dedupDialog.intro,dedupDialog intro,definition.dedupDialog.intro,A storage and cleaning check record already exists for:,,,,,
UFM-1207,storage & cleaning,form view,,Config: Checklist,form config,docs/config/exports/staging/config_checklist.json,$.definition.dedupDialog.openLabel,dedupDialog openLabel,definition.dedupDialog.openLabel,Open existing check,,,,,
UFM-1208,storage & cleaning,form view,,Config: Checklist,form config,docs/config/exports/staging/config_checklist.json,$.definition.dedupDialog.outro,dedupDialog outro,definition.dedupDialog.outro,What do you want to do?,,,,D073,2
UFM-1209,storage & cleaning,form view,,Config: Checklist,form config,docs/config/exports/staging/config_checklist.json,$.definition.dedupDialog.title,dedupDialog title,definition.dedupDialog.title,Creating duplicate record for the same date and type of check is not allowed.,,,,,
UFM-1210,storage & cleaning,form view,,Config: Checklist,form config,docs/config/exports/staging/config_checklist.json,$.definition.dedupRules[0].message,Item uniqueDateFrequency message,definition.dedupRules.0.message,A record already exists for this date and frequency.,,,,D049,2
UFM-1216,storage & cleaning,form view,,Config: Checklist,form config,docs/config/exports/staging/config_checklist.json,$.definition.questions[1].changeDialog.cancelLabel,Question DATE (DATE) cancelLabel,definition.questions.1.changeDialog.cancelLabel,"No, delete this future record",,,,,
UFM-1217,storage & cleaning,form view,,Config: Checklist,form config,docs/config/exports/staging/config_checklist.json,$.definition.questions[1].changeDialog.confirmLabel,Question DATE (DATE) confirmLabel,definition.questions.1.changeDialog.confirmLabel,"Yes, create this future record",,,,,
UFM-1218,storage & cleaning,form view,,Config: Checklist,form config,docs/config/exports/staging/config_checklist.json,$.definition.questions[1].changeDialog.message,Question DATE (DATE) message,definition.questions.1.changeDialog.message,Plan future check?\nOnly cook name can be selected now. Do you want to continue?,,,,,
UFM-1219,storage & cleaning,form view,,Config: Checklist,form config,docs/config/exports/staging/config_checklist.json,$.definition.questions[1].changeDialog.title,Question DATE (DATE) title,definition.questions.1.changeDialog.title,Future dated record,,,,,
UFM-1357,storage & cleaning,form view,,Config: Checklist,form config,docs/config/exports/staging/config_checklist.json,$.definition.submissionConfirmationMessage,definition submissionConfirmationMessage,definition.submissionConfirmationMessage,"This report confirms that the checks were completed by {COOK} on {DATE}, in accordance with the Kitchen Safety & Cleaning Checks procedure.",,,,,
